disease_to_gene_occurrences,disease_to_gene_pub_counts,disease_to_int_to_gen_occurrences,disease_to_int_to_gene_pubs,disease_symtpoms_gene_related_to,disease_symtpoms_gene_related_to_count,unique_symptoms_count,gene_to_symptoms_pub_counts,gene_edges_out
1,0,98,0,"['DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'CRYPTORCHIDISM', 'EPILEPSY', 'NEUROPATHY', 'DELAYED BONE AGE', 'CEREBRAL CORTEX ATROPHY', 'CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'BLEPHARITIS', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'CONGENITAL DEAFNESS', 'CATARACT', 'SQUINT', 'TELANGIECTASIA', 'ATAXIA']",19,18,3,627
1,0,63,0,"['EPILEPSY', 'EPILEPSY', 'CROSS-EYED', 'ABNORMALITY OF COGNITION', 'CRYPTORCHIDISM', 'HYPOPIGMENTED SKIN PATCHES', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA']",14,7,11,5874
1,0,88,0,"['ABNORMALITY OF COGNITION', 'MALIGNANT MELANOMA', 'ATAXIA', 'TELANGIECTASIA', 'PAPILLOMA']",5,5,1,699
1,0,39,0,"['DEVELOPMENTAL REGRESSION', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY']",4,4,0,185
1,0,7,0,"['CORNEAL INFLAMMATION', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",5,4,1,247
1,0,66,0,"['DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'HEARING IMPAIRMENT', 'TELANGIECTASIA', 'CATARACT']",8,6,2,1260
1,0,12,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'ATAXIA']",10,10,0,239
1,0,13,0,"['DEVELOPMENTAL REGRESSION', 'ATAXIA', 'EPILEPSY', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'CATARACT', 'NEUROPATHY']",7,7,1,1895
1,0,40,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'FLAT, DISCOLORED AREA OF SKIN', 'ATROPHIC SKIN', 'CEREBRAL CORTEX ATROPHY', 'BLEPHARITIS', 'ABNORMAL DENTITION', 'TELANGIECTASIA OF THE SKIN', 'ALOPECIA', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'CATARACT', 'TELANGIECTASIA', 'ATAXIA']",19,18,0,375
1,0,26,0,"['FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'FATIGUE', 'CATARACT']",4,4,6,1467
1,0,1,0,"['EPILEPSY', 'EPILEPSY', 'HEARING LOSS, SENSORINEURAL', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'OPTIC ATROPHY', 'CRYPTORCHIDISM', 'DECREASED ACTIVITY OF GONADS', 'CATARACT', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'DECREASED BODY HEIGHT', 'ATAXIA', 'DEVELOPMENTAL REGRESSION', 'ABNORMAL EEG', 'ABNORMALLY SMALL CRANIUM', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'NEUROPATHY', 'NEUROPATHY', 'CATARACT']",22,17,45,1866
1,0,53,0,"['DECREASED BODY HEIGHT', 'CEREBRAL CORTEX ATROPHY', 'ABNORMALLY SMALL CRANIUM', 'CRYPTORCHIDISM', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ATAXIA']",13,9,2,680
1,0,16,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'DELAYED BONE AGE', 'DELAYED BONE AGE', 'DRY SKIN', 'HEARING LOSS, SENSORINEURAL', 'FAILURE TO THRIVE', 'EPILEPSY', 'HYPOPIGMENTED SKIN PATCHES', 'ALOPECIA', 'TELANGIECTASIA', 'NEUROPATHY', 'MALIGNANT MELANOMA']",13,11,6,736
1,0,70,0,"['HEARING LOSS, SENSORINEURAL', 'NEUROPATHY', 'OPTIC ATROPHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'CONGENITAL DEAFNESS', 'CATARACT', 'NEUROPATHY', 'HEARING IMPAIRMENT', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'ATAXIA']",12,9,3,837
1,0,37,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'DECREASED TESTICULAR SIZE', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'TELANGIECTASIA', 'MALIGNANT MELANOMA', 'ATAXIA']",13,13,0,672
1,0,50,0,"['ABNORMAL TISSUE MASS', 'THIN SKIN', 'HYPERKERATOSIS', 'DRY SKIN', 'DIFFUSELY THICKENED SKIN', 'PTERYGIUM']",6,6,0,404
1,0,24,0,"['ABNORMAL TISSUE MASS', 'THIN SKIN', 'ABNORMALITY OF COGNITION', 'FATIGUE', 'TELANGIECTASIA', 'MALIGNANT MELANOMA']",6,6,1,1094
1,0,173,279,"['ARTHRALGIA', 'DECREASED BODY HEIGHT', 'NEUROPATHY', 'FATIGUE', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'CATARACT', 'MALIGNANT MELANOMA']",8,8,0,1211
1,0,54,0,"['NEUROPATHY', 'CROSS-EYED', 'BLEPHARITIS', 'ABNORMAL DENTITION', 'DECREASED TESTICULAR SIZE', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'ATAXIA']",8,8,0,589
1,0,56,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'FATIGUE', 'FEVER', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",9,6,1,1275
1,0,17,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'EPILEPSY', 'EPILEPSY', 'FRECKLING', 'FRECKLING', 'FLAT, DISCOLORED AREA OF SKIN', 'ABNORMAL TISSUE MASS', 'ATAXIA', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'BEAUTY MARK', 'FATIGUE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'SHORT STATURE', 'MACULE', 'ALOPECIA', 'TELANGIECTASIA']",28,17,1965,1554
1,0,16,0,"['DECREASED TESTICULAR SIZE', 'CRYPTORCHIDISM', 'MALIGNANT MELANOMA']",3,3,0,539
1,0,82,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'FAILURE TO THRIVE', 'CEREBRAL CORTEX ATROPHY', 'HYPERMELANOTIC MACULE', 'CATARACT', 'NEUROPATHY', 'BLEPHARITIS']",17,11,8,1204
1,0,11,0,"['HYPERMELANOTIC MACULE', 'HYPERMELANOTIC MACULE', 'CLOUDY CORNEA', 'CLOUDY CORNEA', 'BEAUTY MARK', 'TELANGIECTASIA', 'PAPILLOMA', 'ATAXIA']",8,6,40,502
1,0,2,0,"['EPILEPSY', 'EPILEPSY', 'HEARING LOSS, SENSORINEURAL', 'ATAXIA', 'NEUROPATHY']",5,4,1,359
1,0,152,185,"['DECREASED BODY HEIGHT', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'NEUROPATHY']",6,6,0,618
1,0,24,0,"['ABNORMALLY SMALL CRANIUM', 'TELANGIECTASIA', 'ALOPECIA', 'NEUROPATHY']",4,4,0,398
1,0,69,0,"['DELAYED BONE AGE', 'DRY SKIN', 'ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'NEUROPATHY', 'CEREBRAL CORTEX ATROPHY', 'CUTANEOUS PHOTOSENSITIVITY', 'CROSS-EYED', 'CRYPTORCHIDISM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ECTROPION']",12,12,2,1369
1,0,28,0,"['DEVELOPMENTAL REGRESSION', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'TELANGIECTASIA', 'ATAXIA', 'MALIGNANT MELANOMA']",7,7,0,469
1,0,15,0,"['NEUROPATHY', 'FATIGUE', 'DRY SKIN', 'EPILEPSY', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALITY OF COGNITION', 'FAILURE TO THRIVE', 'ERYTHEMA', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'NEUROPATHY', 'NEUROPATHY', 'ATAXIA']",19,14,220,2575
1,0,57,0,"['EPILEPSY', 'DEVELOPMENTAL REGRESSION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ABNORMAL EEG', 'CEREBRAL CORTEX ATROPHY', 'ATAXIA', 'CATARACT', 'MALIGNANT MELANOMA']",8,8,18,1312
1,0,94,0,"['DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'HEARING IMPAIRMENT', 'ATAXIA']",6,4,3,1177
1,0,5,0,"['CANCER OF SKIN PIGMENT CELLS', 'CROSS-EYED', 'FRECKLING', 'EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'PERIPHERAL NEUROPATHY', 'MALIGNANT MELANOMA', 'CATARACT', 'SQUINT', 'ATAXIA', 'NEUROPATHY', 'TELANGIECTASIA']",11,11,91,744
1,0,7,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'FATIGUE', 'DRY SKIN', 'DIFFUSELY THICKENED SKIN', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'ATAXIA', 'TELANGIECTASIA', 'ALOPECIA']",15,11,72,979
1,0,77,0,"['FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'NEUROPATHY', 'ATAXIA']",4,4,0,617
1,0,46,0,"['ATAXIA', 'EPILEPSY', 'NEUROPATHY', 'HEARING LOSS, SENSORINEURAL', 'CONGENITAL DEAFNESS', 'CATARACT', 'ABNORMALITY OF COGNITION', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'CATARACT', 'CATARACT', 'NEUROPATHY', 'PAPILLOMA', 'PAPILLOMA', 'SQUINT', 'ATAXIA', 'ALOPECIA']",18,11,144,1709
1,0,210,439,"['OPTIC ATROPHY', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ARTHRALGIA', 'ABNORMAL TISSUE MASS', 'DEVELOPMENTAL REGRESSION', 'FATIGUE', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'ABNORMALITY OF COGNITION', 'FEVER', 'FAILURE TO THRIVE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA']",20,17,3,1840
1,0,6,0,"['ABNORMALITY OF COGNITION', 'MALIGNANT MELANOMA']",2,2,1,446
1,0,134,165,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'CROSS-EYED', 'CROSS-EYED', 'EPILEPSY', 'EPILEPSY', 'DELAYED BONE AGE', 'DELAYED BONE AGE', 'DECREASED BODY HEIGHT', 'ABNORMALITY OF COGNITION', 'ALOPECIA', 'FAILURE TO THRIVE', 'CUTANEOUS TELANGIECTASIA', 'TELANGIECTASIA', 'TELANGIECTASIA', 'PAPILLOMA', 'ALOPECIA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",21,13,1,1874
1,0,145,289,"['CROSS-EYED', 'CRYPTORCHIDISM', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'FAILURE TO THRIVE', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'ATAXIA']",11,11,0,699
1,0,20,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'EPILEPSY', 'EPILEPSY', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'TELANGIECTASIA', 'SQUINT', 'NEUROPATHY']",9,6,15,445
1,0,5,0,"['HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'CONGENITAL DEAFNESS', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'HEARING IMPAIRMENT', 'CATARACT', 'CATARACT', 'SQUINT']",12,9,7,599
1,0,1,0,"['FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'CEREBRAL CORTEX ATROPHY', 'CEREBRAL CORTEX ATROPHY', 'ABNORMALITY OF COGNITION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'NEUROPATHY', 'ATAXIA']",9,7,10,459
1,0,102,153,"['DECREASED BODY HEIGHT', 'FATIGUE', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'CATARACT', 'CATARACT', 'MALIGNANT MELANOMA']",6,5,0,894
1,0,1,0,"['ALOPECIA', 'POIKILODERMA', 'CATARACT', 'ALOPECIA', 'TELANGIECTASIA', 'CATARACT']",6,4,0,181
1,0,57,0,"['CUTANEOUS TELANGIECTASIA', 'FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'EPILEPSY', 'CRANIOFACIAL HYPEROSTOSIS', 'DECREASED BODY HEIGHT', 'CROSS-EYED', 'DIFFUSELY THICKENED SKIN', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'CRYPTORCHIDISM', 'ATAXIA', 'CONGENITAL DEAFNESS', 'CATARACT', 'CANCER OF SKIN PIGMENT CELLS', 'CONJUNCTIVAL TELANGIECTASES', 'TELANGIECTASIA OF THE SKIN', 'MALIGNANT MELANOMA', 'ALOPECIA', 'CATARACT', 'TELANGIECTASIA', 'ATAXIA']",22,19,73,2145
1,0,8,0,"['EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'SQUINT', 'CATARACT']",5,4,1,366
1,0,42,0,"['EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'PERIPHERAL NEUROPATHY', 'NEUROPATHY', 'MENTAL IMPAIRMENT', 'ELECTROENCEPHALOGRAM ABNORMAL', 'ALOPECIA', 'CATARACT']",7,7,5,5774
1,0,16,0,"['ABNORMALITY OF COGNITION', 'ATAXIA', 'CATARACT']",3,3,0,1216
1,0,88,0,"['DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'OPTIC ATROPHY', 'CRYPTORCHIDISM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'ENTROPION', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'SQUINT', 'ATAXIA']",14,14,0,736
1,0,20,0,"['HEARING LOSS, SENSORINEURAL']",1,1,0,334
1,0,9,0,"['CROSS-EYED', 'ABNORMAL DENTITION', 'FAILURE TO THRIVE', 'EPILEPSY', 'FATIGUE', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'FEVER', 'TELANGIECTASIA', 'ATAXIA']",10,9,8,1635
1,0,24,0,"['HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'HEARING LOSS, SENSORINEURAL', 'ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'CONGENITAL DEAFNESS', 'EPILEPSY', 'CROSS-EYED', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'BEAUTY MARK', 'OPTIC ATROPHY', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'PAPILLOMA', 'PAPILLOMA', 'SHORT STATURE', 'HEARING IMPAIRMENT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",20,15,174,3198
1,0,36,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'FATIGUE']",3,3,0,1155
1,0,44,0,"['CROSS-EYED', 'ABNORMALITY OF COGNITION', 'CRYPTORCHIDISM', 'EPILEPSY', 'MALIGNANT MELANOMA', 'NEUROPATHY']",6,6,0,604
1,0,36,0,"['CEREBRAL CORTEX ATROPHY', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'ABNORMALITY OF COGNITION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA']",7,5,3,1765
1,0,25,0,"['FAILURE TO THRIVE', 'ATAXIA', 'CATARACT']",3,3,0,2150
1,0,8,0,"['ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'DEVELOPMENTAL REGRESSION', 'DRY SKIN', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'NEUROPATHY', 'ATAXIA', 'CATARACT']",10,10,0,444
1,0,3,0,"['DECREASED BODY HEIGHT', 'CROSS-EYED', 'FAILURE TO THRIVE', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'CATARACT', 'CATARACT', 'ATAXIA']",8,7,0,517
1,0,21,0,"['NEUROPATHY', 'ATAXIA', 'EPILEPSY', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'ATAXIA', 'TELANGIECTASIA', 'NEUROPATHY', 'NEUROPATHY']",10,4,7,1392
1,0,19,0,"['EXTREME SENSITIVITY OF THE EYES TO LIGHT', 'ATAXIA']",2,2,0,495
1,0,64,0,"['CRYPTORCHIDISM', 'CRYPTORCHIDISM', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'CANCER OF SKIN PIGMENT CELLS', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'ATAXIA', 'MALIGNANT MELANOMA']",14,12,48,768
1,0,11,0,"['DECREASED BODY HEIGHT', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'ABNORMAL DENTITION', 'CRYPTORCHIDISM', 'EPILEPSY', 'CONGENITAL DEAFNESS', 'CATARACT', 'MALIGNANT MELANOMA']",9,9,2,571
1,0,9,0,"['CRYPTORCHIDISM', 'DELAYED BONE AGE', 'DECREASED TESTICULAR SIZE', 'CATARACT', 'ATAXIA']",5,5,0,1416
1,0,65,0,"['DECREASED BODY HEIGHT', 'HYPERKERATOSIS', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PERIPHERAL NEUROPATHY', 'PAPILLOMA', 'ATAXIA']",12,6,6,2802
1,0,16,0,"['ARTHRALGIA', 'ABNORMAL DENTITION', 'DECREASED ACTIVITY OF GONADS', 'FEVER', 'CONGENITAL DEAFNESS', 'CATARACT', 'ATAXIA', 'CATARACT', 'MALIGNANT MELANOMA']",9,8,0,835
1,0,11,0,"['EPILEPSY', 'CONGENITAL DEAFNESS', 'CATARACT', 'ATAXIA']",4,4,0,252
1,0,86,0,"['CATARACT', 'MALIGNANT MELANOMA', 'TELANGIECTASIA', 'ALOPECIA', 'ATAXIA']",5,5,3,2636
1,0,9,0,"['DECREASED BODY HEIGHT', 'CROSS-EYED', 'CRYPTORCHIDISM', 'EPILEPSY', 'CUTANEOUS PHOTOSENSITIVITY', 'ABNORMAL DENTITION', 'DECREASED ACTIVITY OF GONADS', 'DECREASED TESTICULAR SIZE', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA']",10,10,0,512
1,0,5,0,"['ATROPHIC SKIN', 'ALOPECIA', 'CATARACT', 'BLEPHARITIS', 'ECTROPION', 'HYPOPIGMENTED SKIN PATCHES', 'THIN SKIN', 'HYPERKERATOSIS', 'CORNEAL INFLAMMATION', 'FAILURE TO THRIVE', 'CONGENITAL DEAFNESS', 'TELANGIECTASIA', 'CATARACT']",13,12,23,612
1,0,28,0,"['CRYPTORCHIDISM', 'DECREASED BODY HEIGHT', 'FAILURE TO THRIVE', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'FEVER', 'SQUINT', 'ALOPECIA']",9,8,3,1215
1,0,6,0,"['DECREASED BODY HEIGHT', 'ABNORMALLY SMALL CRANIUM', 'FAILURE TO THRIVE', 'CROSS-EYED', 'CRYPTORCHIDISM', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'EPILEPSY', 'SQUINT', 'ATAXIA', 'ENTROPION', 'CATARACT', 'MALIGNANT MELANOMA']",12,12,0,2041
1,0,11,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'FLAT, DISCOLORED AREA OF SKIN', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'BLEPHARITIS', 'ABNORMAL DENTITION', 'TELANGIECTASIA OF THE SKIN', 'ALOPECIA', 'CONGENITAL DEAFNESS', 'PTERYGIA', 'HYPOPIGMENTED SKIN PATCHES', 'HYPERMELANOTIC MACULE', 'CATARACT', 'TELANGIECTASIA', 'ATAXIA', 'ECTROPION', 'MALIGNANT MELANOMA', 'ENTROPION', 'ALOPECIA']",20,18,1,520
1,0,22,0,"['EPILEPSY', 'DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'MALIGNANT MELANOMA', 'PAPILLOMA']",5,5,7,942
1,0,38,0,"['CROSS-EYED', 'CATARACT', 'SQUINT', 'MALIGNANT MELANOMA', 'NEUROPATHY', 'ATAXIA']",6,6,2,502
1,0,14,0,"['EPILEPSY', 'EPILEPSY', 'DEVELOPMENTAL REGRESSION', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'OPTIC ATROPHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'ATAXIA', 'CATARACT', 'NEUROPATHY', 'ATAXIA']",10,8,1,264
1,0,14,0,"['ABNORMAL TISSUE MASS', 'FEVER', 'CRYPTORCHIDISM', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ALOPECIA']",7,5,6,1838
1,0,33,0,"['DECREASED BODY HEIGHT', 'ABNORMAL TISSUE MASS', 'CROSS-EYED', 'ABNORMALLY SMALL CRANIUM', 'DECREASED ACTIVITY OF GONADS', 'CRYPTORCHIDISM', 'CONGENITAL DEAFNESS', 'HYPOPIGMENTED SKIN PATCHES', 'CATARACT', 'ATAXIA', 'MALIGNANT MELANOMA']",11,11,0,545
1,0,26,0,"['CEREBRAL CORTEX ATROPHY', 'ABNORMALITY OF EXTRAPYRAMIDAL MOTOR FUNCTION', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'ATAXIA', 'PAPILLOMA']",6,5,0,1102
1,0,27,0,"['OPTIC ATROPHY', 'INVOLUNTARY MUSCLE STIFFNESS, CONTRACTION, OR SPASM', 'DEVELOPMENTAL REGRESSION', 'CROSS-EYED', 'ATAXIA', 'EPILEPSY', 'NEUROPATHY', 'CATARACT', 'ATAXIA']",9,8,6,472
1,0,36,0,"['FAILURE TO THRIVE', 'FAILURE TO THRIVE', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'MALIGNANT MELANOMA', 'PAPILLOMA', 'PAPILLOMA', 'TELANGIECTASIA']",10,5,10,1002
1,0,14,0,"['CROSS-EYED', 'CONGENITAL DEAFNESS', 'MALIGNANT MELANOMA']",3,3,0,387
1,0,26,0,"['ABNORMALLY SMALL CRANIUM', 'ABNORMALLY SMALL CRANIUM', 'DECREASED BODY HEIGHT', 'DECREASED BODY HEIGHT', 'DELAYED BONE AGE', 'ABNORMALITY OF COGNITION', 'MALIGNANT MELANOMA']",7,5,2,524
1,0,9,0,"['INTELLECTUAL DISABILITY, PROGRESSIVE', 'INTELLECTUAL DISABILITY, PROGRESSIVE', 'DECREASED BODY HEIGHT', 'FATIGUE', 'CRYPTORCHIDISM', 'CATARACT', 'ATAXIA']",7,6,0,745
1,0,7,0,"['EPILEPSY', 'MALIGNANT MELANOMA', 'ATAXIA']",3,3,0,457
