,bioprocess_count
"AROMATIC AMINO ACID FAMILY BIOSYNTHETIC PROCESS, ANTHRANILATE PATHWAY",2
PROLINE METABOLIC PROCESS,2
FLOWER DEVELOPMENT,2
DOWN REGULATION OF TYPE 2 IMMUNE RESPONSE,2
REGULATION OF T CELL DEVELOPMENT,2
POSITIVE REGULATION OF HEMATOPOIETIC STEM CELL MIGRATION,2
COPULATION,2
AXONEME ASSEMBLY,2
CARDIAC NEURAL CREST CELL MIGRATION INVOLVED IN OUTFLOW TRACT MORPHOGENESIS,2
ODONTOGENESIS,2
SPLEEN DEVELOPMENT,2
IRIS MORPHOGENESIS,2
POSITIVE REGULATION OF MITOTIC CELL CYCLE,2
ERROR-FREE TRANSLESION SYNTHESIS,2
POSITIVE REGULATION OF FATTY ACID BETA-OXIDATION,2
POSITIVE REGULATION OF CCL2 PRODUCTION,2
"POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, INITIATION",2
HIF1ALPHA PATHWAY,2
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,2
POSITIVE REGULATION OF HORMONE ANABOLISM,2
DOWN REGULATION OF PROTEIN AMINO ACID AUTOPHOSPHORYLATION,2
DOWN REGULATION OF MICROGLIAL CELL ACTIVATION,2
POSITIVE REGULATION OF GM-CSF PRODUCTION,2
REGULATION OF NEUROGENESIS,2
POSITIVE REGULATION OF T-HELPER 1 CELL CYTOKINE PRODUCTION,2
CELL RECOGNITION,2
MICROGLIAL CELL PROLIFERATION,2
C1153450,2
ANTRAL OVARIAN FOLLICLE GROWTH,2
C1150272,2
CELLULAR POTASSIUM ION TRANSPORT,2
HEPATOCYTE DIFFERENTIATION,2
MICROTUBULE DESTABILIZATION,2
ESTROGEN METABOLIC PROCESS,2
EXCRETORY SYSTEM PROCESS,2
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION,2
ADHESION PLAQUE ASSEMBLY,2
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY,2
BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS,2
POSITIVE REGULATION OF DNA ANABOLISM,2
C1155303,2
C1159372,2
DOWN REGULATION OF CHONDROCYTE DIFFERENTIATION,2
REGULATION OF PROTEIN EXPORT FROM CELL NUCLEUS,2
NEUROTROPHIN TRK RECEPTOR SIGNALING PATHWAY,2
REGULATION OF CYTOKINE SECRETION,2
SUCROSE TRANSPORT,2
NEUROTROPHIN RECEPTOR SIGNALING PATHWAY,2
PHOSPHOLIPID ANABOLISM,2
PROTEIN DEGRADATION TAGGING ACTIVITY,2
DEHISCENCE,2
ETHENE BIOSYNTHESIS,2
ROOT DEVELOPMENT,2
C1154734,2
REGULATION OF ADAPTIVE IMMUNE RESPONSE,2
REGULATION OF MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY,2
C1156685,2
C1160589,2
LYSINE BREAKDOWN,2
MEIOSIS II,2
C1149412,2
AMMONIA OXIDATION,2
AUTOTROPHIC CO2 FIXATION,2
COMPLEX IV (REDUCTION OF O2),2
C1325882,2
DOWN REGULATION OF ENZYME ACTIVITY,2
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,2
C1157967,2
C1523843,2
NEGATIVE REGULATION OF CHOLESTEROL STORAGE,2
NUCLEOTIDE-SUGAR METABOLIC PROCESS,2
C1149160,2
C1150460,2
NAD (OXIDIZED) METABOLIC PROCESS,2
HYDROLASE ACTIVATOR,2
REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY,2
DOWN REGULATION OF COMPLEMENT ACTIVATION,2
C1512796,2
BICELLULAR TIGHT JUNCTION ASSEMBLY,2
REGULATION OF ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE,2
MESODERM FORMATION,2
CARBON CATABOLITE REPRESSION,2
LEAF DEVELOPMENT,2
RESPONSE TO HU,2
ACTIVATION OF JUN KINASE ACTIVITY,2
ARGININE BREAKDOWN,2
MOCO METABOLIC PROCESS,2
OSTEOCLAST PROLIFERATION,2
MACROMITOPHAGY,2
ENDOSOME ORGANISATION,2
AGGREPHAGY,2
GLUCOSE BREAKDOWN,1
ANAEROBIC RESPIRATION,1
RESPONSE TO NONANE,1
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION,1
NEGATIVE REGULATION BY HOST OF VIRAL PROCESS,1
DOWN REGULATION OF PROTEIN LOCALISATION IN CILIARY MEMBRANE,1
ANGIOTENSIN MEDIATED DRINKING BEHAVIOR,1
TRYPTOPHAN TRANSPORT,1
POSITIVE REGULATION OF AMINO ACID TRANSMEMBRANE TRANSPORT,1
POSITIVE REGULATION OF CARDIAC MUSCLE CONTRACTION,1
POSITIVE REGULATION OF GAP JUNCTION ASSEMBLY,1
REGULATION OF CARDIAC CONDUCTION,1
POSITIVE REGULATION OF L-PROLINE IMPORT ACROSS PLASMA MEMBRANE,1
C1160585,1
C1511437,1
C1153200,1
VESICLE DOCKING DURING EXOCYTOSIS,1
TRANSEPITHELIAL WATER TRANSPORT,1
BODY FLUID OSMOREGULATION,1
CELL PH ELEVATION,1
MEMBRANE HYPERPOLARIZATION,1
"CELLULAR RESPONSE TO 3',5' CAMP",1
ACTIVATION OF CYCLIC NUCLEOTIDE ACTIVATED ION CHANNEL ACTIVITY,1
POSITIVE REGULATION OF VOLTAGE GATED CHLORIDE CHANNEL ACTIVITY,1
CELLULAR RESPONSE TO FORSKOLIN,1
C1513109,1
C1160693,1
C1149210,1
C1372092,1
IL-3 PRODUCTION,1
INDUCTION BY VIRUS OF CELL-CELL FUSION IN HOST,1
ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY,1
POSITIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1
MAINTENANCE OF PROTEIN LOCALIZATION IN CELL,1
HELPER T CELL ENHANCEMENT OF ADAPTIVE IMMUNE RESPONSE,1
POSITIVE REGULATION OF EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1
NEGATIVE REGULATION OF HEPATOCYTE PROLIFERATION,1
REGULATION OF GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,1
DOWN REGULATION OF CARDIAC MUSCLE CELL APOPTOSIS,1
TRICARBOXYLIC ACID METABOLIC PROCESS,1
DOWN REGULATION OF MITOCHONDRIAL PROTEIN PROCESSING DURING IMPORT,1
REGULATION OF PYRUVATE DEHYDROGENASE ACTIVITY,1
GLUCOSE-6-PHOSPHATE TRANSPORT,1
"BLOOD COAGULATION, INTRINSIC PATHWAY",1
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,1
TRIACYLGLYCEROL TRANSPORT,1
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY,1
REGULATION OF FIBRINOLYSIS,1
C1157326,1
C1160552,1
C1156207,1
SINGLE STRAND BREAK REPAIR,1
PYRIMIDINE DIMER REPAIR BY NUCLEOTIDE-EXCISION REPAIR,1
DNA REPAIR SYNTHESIS,1
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,1
DNA METHYLATION-DEPENDENT HETEROCHROMATIN ASSEMBLY,1
TRIACYLGLYCEROL MOBILIZATION,1
MITOTIC CELL CYCLE MODULATION,1
POSITIVE REGULATION OF CHOLESTEROL EFFLUX,1
REGULATION OF LIPID STORAGE,1
MACROPHAGE CYTOKINE PRODUCTION,1
PEPTIDYL-LYSINE ACETYLATION,1
DOWN REGULATION OF PROSTAGLANDIN BIOSYNTHETIC PROCESS,1
ESTABLISHMENT OF CHROMATIN SILENCING,1
ENDODEOXYRIBONUCLEASE REGULATOR,1
REGULATION OF SMC APOPTOSIS,1
CELLULAR TRIGLYCERIDE HOMEOSTASIS,1
REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1
BEHAVIORAL RESPONSE TO STARVATION,1
WHITE ADIPOCYTE CELL DIFFERENTIATION,1
POSITIVE REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION,1
POSITIVE REGULATION OF HISTONE H3-K9 METHYLATION,1
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY,1
HISTONE H3-K9 MODIFICATION,1
HETEROCHROMATIN MAINTENANCE,1
REGULATION OF BILE ACID ANABOLISM,1
DOWN REGULATION OF HISTONE H3-K14 ACETYLATION,1
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY,1
DOWN REGULATION OF HISTONE H3-K9 TRIMETHYLATION,1
DOWN REGULATION OF PROTEIN ACETYLATION,1
POSITIVE REGULATION OF APOPTOSIS IN RESPONSE TO ER STRESS,1
ACTIVATION OF ADIPOGENESIS,1
HISTONE H3-K9 DEACETYLATION,1
POSITIVE REGULATION OF ACTIVATION-INDUCED CELL DEATH,1
"NEGATIVE REGULATION OF 3',5' CAMP-DEPENDENT PROTEIN KINASE ACTIVITY",1
"POSITIVE REGULATION OF 3',5' CAMP-DEPENDENT PROTEIN KINASE ACTIVITY",1
NEGATIVE REGULATION OF HISTONE H4 ACETYLATION AT K16,1
NEGATIVE REGULATION OF CELLULAR RESPONSE TO TESTOSTERONE STIMULUS,1
NEGATIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION,1
POSITIVE REGULATION OF CELLULAR SENESCENCE,1
C1149960,1
C1156784,1
CHOLESTEROL IMPORT,1
CELL CYCLE PHASE,1
DIADENOSINE TETRAPHOSPHATE ANABOLISM,1
CYTOSINE METABOLIC PROCESS,1
GRANZYME B PRODUCTION,1
APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO GRANZYME,1
OXYTOCIN SECRETION,1
CARDIAC CHRONOTROPY,1
MATERNAL AGGRESSION,1
RESPONSE TO SUCROSE,1
POSITIVE REGULATION OF NOREPINEPHRINE SECRETION,1
RESPONSE TO RETINOIC ACID,1
RESPONSE TO PROSTAGLANDIN E,1
ANTIDIURESIS,1
NATRIURESIS,1
HYPEROSMOTIC SALINITY RESPONSE,1
SPERM EJACULATION,1
POSITIVE REGULATION OF FEMALE RECEPTIVITY,1
POSITIVE REGULATION OF SYNAPSE ASSEMBLY,1
POSITIVE REGULATION OF PENILE ERECTION,1
POSITIVE REGULATION OF HINDGUT CONTRACTION,1
NEGATIVE REGULATION OF GASTRIC ACID SECRETION,1
POSITIVE REGULATION OF MYOMETRIAL CONTRACTION,1
NEGATIVE REGULATION OF CCL3 PRODUCTION,1
DOWN REGULATION OF CYTOKINE PRODUCTION INVOLVED IN ACUTE INFLAMMATORY RESPONSE,1
DOWN REGULATION OF NALP3 INFLAMMASOME COMPLEX ASSEMBLY,1
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY,1
MAINTENANCE OF CELL CYCLE QUIESCENCE,1
C1151921,1
DNA AMPLIFICATION,1
CELLULAR PROTEIN MODIFICATION PROCESS,1
"TRANS-SYNAPTIC SIGNALING BY BDNF, MODULATING SYNAPTIC TRANSMISSION",1
POSTTRANSLATIONAL ENDOPLASMIC RETICULUM MEMBRANE TARGETING,1
CHAPERONE-MEDIATED PROTEIN FOLDING,1
PROTEIN INSERTION OF TAIL-ANCHORED MEMBRANE PROTEINS INTO ER MEMBRANE,1
DOWN REGULATION OF ENDOPLASMIC RETICULUM-ASSOCIATED PROTEIN CATABOLIC PROCESS,1
POSITIVE REGULATION OF ENDOPLASMIC RETICULUM-ASSOCIATED PROTEIN CATABOLIC PROCESS,1
POSITIVE REGULATION OF CHAPERONE-MEDIATED PROTEIN FOLDING,1
NEGATIVE REGULATION OF PROTEIN DEGRADATION TAGGING ACTIVITY,1
C1152818,1
CHRONOLOGICAL CELL AGEING,1
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION,1
POSITIVE REGULATION OF LEUKOTRIENE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,1
DENTIN DEVELOPMENT,1
POSITIVE REGULATION OF ODONTOBLAST DIFFERENTIATION,1
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL-MATRIX ADHESION,1
NEGATIVE REGULATION OF MACROPHAGE CHEMOTAXIS,1
C1148582,1
C1151538,1
C1157323,1
C1158919,1
C1160135,1
C1326677,1
C1151384,1
HCLO BIOSYNTHETIC PROCESS,1
RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE,1
CELLULAR DETOXIFICATION OF SUPEROXIDE RADICALS,1
LDL REMODELING,1
RESPONSE TO GOLD NANOPARTICLE,1
GRANULOCYTE CELL DIFFERENTIATION,1
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,1
POSITIVE REGULATION OF ACTIN CYTOSKELETON REMODELING,1
C1327526,1
VIRAL GENOME REPLICATION,1
DOWN REGULATION OF GLIAL CELL APOPTOSIS,1
HELPER T CELL EXTRAVASATION,1
DOWN REGULATION OF VASCULAR ENDOTHELIAL CELL PROLIFERATION,1
NEGATIVE REGULATION OF NATURAL KILLER CELL CHEMOTAXIS,1
C1155051,1
C1149240,1
C1149417,1
C1155093,1
C1157379,1
C1326161,1
C1136159,1
C1149222,1
C1151804,1
IMMUNE CELL ACTIVATION DURING IMMUNE RESPONSE,1
DOWN REGULATION OF B CELL APOPTOSIS,1
POSITIVE REGULATION OF REGULATORY T CELL DEVELOPMENT,1
DOWN REGULATION OF HEART CONTRACTION,1
DOWN REGULATION OF LYMPHOCYTE PROLIFERATION,1
REGULATION OF INTERFERON-GAMMA PRODUCTION,1
MACROPHAGE ACTIVATION DURING IMMUNE RESPONSE,1
REGULATION OF PROTEIN ADP-RIBOSYLATION,1
"POSITIVE REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DEVELOPMENT INVOLVED IN IMMUNE RESPONSE",1
POSITIVE REGULATION OF SMC APOPTOSIS,1
POSITIVE REGULATION OF NEUROGENESIS,1
"POSITIVE REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE 1-PHOSPHATASE ACTIVITY",1
"POSITIVE REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS",1
POSITIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY,1
POSITIVE REGULATION OF PROTEIN AMINO ACID DEACETYLATION,1
DOWN REGULATION OF CDK5/P20,1
POSITIVE REGULATION OF FERROUS ION IMPORT INTO CELL,1
POSITIVE REGULATION OF CORE PROMOTER BINDING,1
POSITIVE REGULATION OF RANKL PRODUCTION,1
C1152118,1
CARTILAGE CONDENSATION,1
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY,1
NEGATIVE REGULATION OF HIPPO SIGNALING,1
P38 CASCADE,1
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION",1
POSITIVE REGULATION OF MYOBLAST DIFFERENTIATION,1
POSITIVE REGULATION OF MUSCLE CELL DIFFERENTIATION,1
REGULATION OF SYNAPSE ADHESION BETWEEN PRE- AND POST-SYNAPSE,1
APOPTOSIS OF MAST CELLS,1
RESPONSE TO NEMATODE,1
IL-13-MEDIATED SIGNALING PATHWAY,1
REGULATION OF PHOSPHORYLATION,1
DOWN REGULATION OF MACROPHAGE ACTIVATION,1
POSITIVE REGULATION OF MAST CELL DEGRANULATION,1
T-HELPER 2 CELL DEVELOPMENT,1
POSITIVE REGULATION OF EOSINOPHIL CHEMOTAXIS,1
REGULATION OF MUSCLE CONTRACTION,1
DOWN REGULATION OF ATPASE ACTIVITY,1
C1148635,1
C1159432,1
CHOLINE TRANSPORT,1
PURINE BASE METABOLIC PROCESS,1
RETINOL METABOLIC PROCESS,1
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS,1
ADDITION OF POLY-ADP-RIBOSE TO PROTEIN,1
PYRIMIDINE NUCLEOSIDE BREAKDOWN,1
ACTIVATION OF MAC,1
POSITIVE REGULATION OF TYPE IIA HYPERSENSITIVITY,1
POSITIVE REGULATION OF ACTIVATION OF MAC,1
POSITIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT,1
REGULATION OF TRIACYLGLYCEROL BIOSYNTHETIC PROCESS,1
POSITIVE REGULATION OF LIPID STORAGE,1
POSITIVE REGULATION OF G PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY,1
"POSITIVE REGULATION OF PHAGOCYTOSIS, ENGULFMENT",1
POSITIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION,1
"ELEVATION OF CALCIUM ION CONCENTRATION IN CYTOPLASM DURING G-PROTEIN SIGNALING, COUPLED TO IP3 SECOND MESSENGER (PHOSPHOLIPASE C ACTIVATING)",1
BULL'S EYE BODY ORGANIZATION AND BIOGENESIS,1
THROMBIN RECEPTOR SIGNALING PATHWAY,1
ANTIBODY PRODUCTION DURING IMMUNE RESPONSE,1
DOWN REGULATION OF DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,1
DOWN REGULATION OF MACROPHAGE ANTIGEN PROCESSING AND PRESENTATION,1
DOWN REGULATION OF MEMORY T CELL DIFFERENTIATION,1
C1156271,1
C1157090,1
C1159311,1
REGULATION OF RAB PROTEIN SIGNAL TRANSDUCTION,1
RAP PROTEIN SIGNAL TRANSDUCTION,1
PLASMA MEMBRANE TO ENDOSOME TRANSPORT,1
REGULATION OF CILIOGENESIS,1
C1373051,1
C1148970,1
C1149212,1
C1152280,1
C1152934,1
C1153035,1
C1154461,1
C1155227,1
C1158612,1
C1258017,1
C1258064,1
C1323363,1
C1326533,1
C1373118,1
C1516467,1
C1150042,1
C1150067,1
C1150828,1
C1150157,1
C1150386,1
C1151158,1
C1152309,1
C1326372,1
C1327192,1
C1523332,1
C1149424,1
C1519312,1
C1149458,1
C1323373,1
C1372529,1
CARTILAGE CELL PROLIFERATION,1
AORTIC SMOOTH MUSCLE CELL DIFFERENTIATION,1
ENDOCHONDRAL OSSIFICATION,1
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1
HISTONE CITRULLINATION,1
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS,1
CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1
POSITIVE REGULATION OF CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1
NEGATIVE REGULATION OF ALKALINE PHOSPHATASE ACTIVITY,1
REGULATION OF TNF SIGNALING,1
ACTIN CORTEX STABILIZATION,1
DOWN REGULATION OF CELLULAR BIOSYNTHETIC PROCESS,1
ABCD-3 PRODUCTION,1
NEGATIVE REGULATION OF MYOSIN-LIGHT-CHAIN-PHOSPHATASE ACTIVITY,1
DOWN REGULATION OF PROTEIN COMPLEX DISASSEMBLY,1
POSITIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY,1
POSITIVE REGULATION OF JUN KINASE ACTIVITY,1
REGULATION OF ADIPOCYTE CELL DIFFERENTIATION,1
POSITIVE REGULATION OF TRANSLATIONAL INITIATION BY IRON,1
POSITIVE REGULATION OF PROTEIN TRANSPORT,1
POSITIVE REGULATION OF HAIR FOLLICLE DEVELOPMENT,1
EPITHELIAL CELL PROLIFERATION INVOLVED IN SALIVARY GLAND MORPHOGENESIS,1
REGULATION OF BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS,1
NEGATIVE REGULATION OF BRANCHING INVOLVED IN LUNG MORPHOGENESIS,1
PROTEIN LOCALISATION IN PLASMA MEMBRANE,1
POSITIVE REGULATION OF SYNOVIOCYTE PROLIFERATION,1
"ACTIVATION OF CU,ZN-SOD",1
DOWN REGULATION OF TIGHT JUNCTION ASSEMBLY,1
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO ARTERIAL ENDOTHELIAL CELL,1
POSITIVE REGULATION OF CERAMIDE ANABOLISM,1
POSITIVE REGULATION OF BLOOD MICROPARTICLE FORMATION,1
REGULATION OF APOPTOSIS OF ENDOTHELIAL CELLS,1
C1136140,1
C1149033,1
C1151978,1
C1155976,1
C1156042,1
C1156253,1
C1158681,1
C1159527,1
C1159708,1
C1160095,1
C1323918,1
C1155780,1
C1371656,1
C1150465,1
C1152735,1
C1152802,1
C1523465,1
PENILE ERECTION,1
CONTACT INHIBITION,1
REGULATION OF MAST CELL CHEMOTAXIS,1
DECIDUA DEVELOPMENT,1
CARBOHYDRATE TRANSPORT,1
NEGATIVE REGULATION OF LONG-CHAIN FATTY ACID IMPORT ACROSS PLASMA MEMBRANE,1
POSITIVE REGULATION OF SODIUM ION TRANSPORT,1
POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS,1
ELEVATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,1
CELL PROJECTION ORGANISATION,1
DOWN REGULATION OF FATTY ACID BETA-OXIDATION,1
ENDODEOXYRIBONUCLEASE ACTIVATOR,1
MYELIN MAINTENANCE IN PERIPHERAL NERVOUS SYSTEM,1
DOWN REGULATION OF JNK CASCADE,1
POSITIVE REGULATION OF ORGAN GROWTH,1
EXCITATORY POSTSYNAPTIC POTENTIAL,1
RESPONSE TO GROWTH HORMONE,1
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION,1
CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS,1
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY,1
ESTABLISHMENT OF PROTEIN LOCALISATION TO MITOCHONDRION,1
MAINTENANCE OF PROTEIN LOCATION IN MITOCHONDRION,1
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY BY PROTEIN PHOSPHORYLATION,1
RESPONSE TO INSULIN-LIKE GROWTH FACTOR STIMULUS,1
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION,1
C1155043,1
C1156899,1
C1327385,1
C1156931,1
C1149918,1
C1151722,1
C1157684,1
C1158592,1
C1149325,1
C1152069,1
C1157808,1
C1158484,1
RESPONSE TO METHOTREXATE,1
ZINC II ION TRANSPORT,1
NEURAL PRECURSOR CELL PROLIFERATION,1
GERMINAL CENTER B CELL DEVELOPMENT,1
POSITIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE,1
POSITIVE REGULATION OF IMMUNE CELL CHEMOTAXIS,1
NEGATIVE REGULATION OF COLLAGEN ANABOLISM,1
DOWN REGULATION OF CHEMOKINE BIOSYNTHETIC PROCESS,1
DOWN REGULATION OF BONE RESORPTION,1
REGULATION OF ASTROCYTE ACTIVATION,1
REGULATION OF GLUCAGON SECRETION,1
POSITIVE REGULATION OF EXTRACELLULAR MATRIX DISASSEMBLY,1
POSITIVE REGULATION OF KINASE ACTIVATED-STAT CASCADE,1
POSITIVE REGULATION OF T-HELPER 2 CELL CYTOKINE PRODUCTION,1
NEGATIVE REGULATION OF IL-1 ALPHA-MEDIATED SIGNALING PATHWAY,1
POSITIVE REGULATION OF PANCREATIC B CELL APOPTOSIS,1
C1157305,1
C1523021,1
C1523829,1
C1523830,1
C1372523,1
C1150636,1
C1513787,1
C1148643,1
C1150150,1
C1372454,1
C1373047,1
SPROUTING ANGIOGENESIS,1
CORONARY VEIN MORPHOGENESIS,1
MESODERM DEVELOPMENT,1
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,1
REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1
POST-EMBRYONIC CAMERA-STYLE EYE DEVELOPMENT,1
ENDOTHELIAL CELL CHEMOTAXIS,1
LYMPH VESSEL MORPHOGENESIS,1
FLK-1 SIGNALING PATHWAY,1
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS BY VEGF-ACTIVATED VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1
POSITIVE REGULATION OF CELL PROLIFERATION BY VEGF-ACTIVATED PLATELET DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1
VASCULAR ENDOTHELIAL GROWTH FACTOR-ACTIVATED NEUROPILIN SIGNALING PATHWAY,1
SURFACTANT HOMEOSTASIS,1
CAMERA-STYLE EYE MORPHOGENESIS,1
CARDIAC MUSCLE FIBER DEVELOPMENT,1
ARTERIAL MORPHOGENESIS,1
POSITIVE REGULATION OF CELLULAR COMPONENT MOTION,1
POSITIVE REGULATION OF FOCAL ADHESION ASSEMBLY,1
PRIMITIVE ERYTHROCYTE DIFFERENTIATION,1
POSITIVE REGULATION OF MAST CELL CHEMOTAXIS,1
CARDIAC VASCULAR SMOOTH MUSCLE CELL DEVELOPMENT,1
CORONARY ARTERY MORPHOGENESIS,1
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS,1
REGULATION OF RETINAL GANGLION CELL AXON GUIDANCE,1
MOTOR NEURON MIGRATION,1
CELLULAR RESPONSE TO ACID STRESS,1
POSITIVE REGULATION OF TROPHOBLAST CELL MIGRATION,1
POSITIVE REGULATION OF HISTONE DEACETYLASE ACTIVITY,1
POSITIVE REGULATION OF RETINAL GANGLION CELL AXON GUIDANCE,1
DOWN REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER,1
DOWN REGULATION OF ADHERENS JUNCTION ASSEMBLY AND MAINTENANCE,1
ACTIVATION OF PKD SIGNALING CASCADE,1
DOWN-REGULATION OF BBB PERMEABILITY,1
NEGATIVE REGULATION OF CELL-CELL ADHESION MEDIATED BY CADHERIN,1
C1148735,1
C1156341,1
C1156821,1
C1157592,1
C1157990,1
C1323310,1
C1150273,1
C1150634,1
C1325924,1
C1150380,1
C1157994,1
C1325315,1
C1514942,1
REGULATION OF EXOSOMAL SECRETION,1
PROTEIN REPAIR,1
RESPONSE TO CISPLATIN,1
NEGATIVE REGULATION OF MAST CELL ACTIVATION,1
DNA STRAND RENATURATION,1
T CELL PROLIFERATION DURING IMMUNE RESPONSE,1
DOWN REGULATION OF NEUROBLAST PROLIFERATION,1
DNA REPLICATION INHIBITOR,1
POSITIVE REGULATION OF HISTONE DEACETYLATION,1
CHROMATIN ASSEMBLY,1
REGULATION OF TISSUE REMODELING,1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY,1
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS,1
ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD,1
MITOCHONDRIAL DNA REPAIR,1
"REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR",1
EMBRYONIC ORGAN DEVELOPMENT,1
DOWN REGULATION OF TELOMERASE ACTIVITY,1
CARDIAC SEPTUM MORPHOGENESIS,1
POSITIVE REGULATION OF IMMATURE T CELL APOPTOSIS,1
CELLULAR RESPONSE TO GERMICIDAL ULTRAVIOLET LIGHT STIMULUS,1
CELLULAR RESPONSE TO ACTINOMYCIN D,1
POSITIVE REGULATION OF CELL AGING,1
OXIDATIVE STRESS-INDUCED PREMATURE SENESCENCE,1
OLIGODENDROCYTE APOPTOTIC PROCESS,1
POSITIVE REGULATION OF EXECUTION PHASE OF APOPTOSIS,1
DOWN REGULATION OF MACROMITOPHAGY,1
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC CELL DEATH,1
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,1
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION,1
DOWN REGULATION OF GLUCOSE CATABOLIC PROCESS TO LACTATE VIA PYRUVATE,1
NEGATIVE REGULATION OF PENTOSE-PHOSPHATE SHUNT,1
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO HYPOXIA,1
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO DNA DAMAGE,1
