,bioprocess_count
REGULATION OF CELL-MATRIX ADHESION,2
RESPONSE TO KETAMINE,2
CYCLOOXYGENASE PATHWAY,2
POSITIVE REGULATION OF PROSTAGLANDIN ANABOLISM,2
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,2
POSITIVE REGULATION OF TGF-B PRODUCTION,2
DOWN REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OSMOTIC STRESS,2
CELL CYCLE G1/S PHASE TRANSITION,2
NEGATIVE REGULATION OF CELL CYCLE ARREST,2
NEUTROPHIL ACTIVATION DURING IMMUNE RESPONSE,2
ACTIVATION OF JUN KINASE ACTIVITY,2
POSITIVE REGULATION OF GM-CSF BIOSYNTHESIS,2
POSITIVE REGULATION OF B CELL DEVELOPMENT,2
REGULATION OF PLATELET AGGREGATION,2
C1157030,2
C1373084,2
LIGASE ACTIVATOR,2
RESPONSE TO CAFFEINE,2
DELAMINATION,2
HYALURONAN ANABOLISM,2
CARBON UTILIZATION,2
FLAVONOID ANABOLISM,2
REGULATION OF B CELL DEVELOPMENT,2
CONJUGANT FORMATION,2
NEUTROPHIL CELL DIFFERENTIATION,2
RESPONSE TO CORTICOSTEROID,2
PALATUM MOLLE DEVELOPMENT,2
MICROGLIA DEVELOPMENT,2
VIRAL TRANSCRIPTION,2
MUTUALISM,2
ORGANIC CATION TRANSPORT,2
POSITIVE REGULATION BY HOST OF VIRAL GENOME REPLICATION,2
MITOCHONDRIAL TRANSCRIPTION,2
LONG-CHAIN FATTY ACID TRANSPORT,2
RESPONSE TO STARVATION,2
CELL FATE COMMITMENT,2
C1153611,2
LIPID MODIFICATION,2
GLUCOSE 6-PHOSPHATE METABOLIC PROCESS,2
C1160349,2
CELL POLARITY,2
CORTICAL CYTOSKELETON ORGANISATION,2
CELL SPREADING DURING CELL SUBSTRATE ADHESION,2
REGULATION OF ADHESION PLAQUE ASSEMBLY,2
POSITIVE REGULATION OF LIPASE ACTIVITY,2
NEGATIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,2
EXCRETORY SYSTEM PROCESS,2
INNER EAR MORPHOGENESIS,2
HIF1ALPHA PATHWAY,2
NEURAL CREST CELL MIGRATION,2
CARDIAC VENTRICLE MORPHOGENESIS,2
DOWN REGULATION OF BONE MINERALIZATION,2
POSITIVE REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,2
REGULATION OF TGF-B2 PRODUCTION,2
POSITIVE REGULATION OF HORMONE ANABOLISM,2
DOWN REGULATION OF THYMOCYTE APOPTOSIS,2
NEGATIVE REGULATION OF MESENCHYMAL TO EPITHELIAL TRANSITION INVOLVED IN METANEPHROS MORPHOGENESIS,2
"DNA BREAKDOWN, EXONUCLEOLYTIC",2
DOWN REGULATION OF TYPE I INTERFERON PRODUCTION,2
MACROMITOPHAGY,2
ENDOSOME ORGANISATION,2
AGGREPHAGY,2
REGULATION OF PROTEIN COMPLEX STABILITY,2
C1511517,2
DRUG METABOLIC PROCESS,2
IRON HOMEOSTASIS,2
NEGATIVE REGULATION OF TRANSCRIPTION BY COMPETITIVE PROMOTER BINDING,2
POSITIVE REGULATION OF TGF-B3 PRODUCTION,2
REGULATION OF FIBROBLAST PROLIFERATION,2
C1156945,2
RESPONSE TO CARBOHYDRATE,2
POSITIVE REGULATION OF IMMATURE T CELL PROLIFERATION IN THYMUS,2
DOWN REGULATION OF MAPK ACTIVITY,2
POSITIVE REGULATION OF COMPLEMENT ACTIVATION,2
NEGATIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,2
RESPONSE TO TESTOSTERONE,2
C1158747,2
NEGATIVE REGULATION OF ADENOSINE RECEPTOR SIGNALING PATHWAY,2
C1325882,2
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB,2
POSITIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,2
EPITHELIAL FLUID TRANSPORT,2
POSITIVE REGULATION OF COLONY STIMULATING FACTOR 3 (GRANULOCYTE) PRODUCTION,2
CELL FATE SPECIFICATION,2
EMBRYONIC HINDLIMB MORPHOGENESIS,2
BACTERIAL ENTRY INTO HOST CELL,2
POSITIVE REGULATION OF ENDOTHELIAL CELL DIFFERENTIATION,2
EMBRYONIC FOREGUT MORPHOGENESIS,2
DOWN REGULATION OF OLIGODENDROCYTE DIFFERENTIATION,2
LUNG MESENCHYME DEVELOPMENT,2
HAIR FOLLICLE PLACODE FORMATION,2
FUNGIFORM PAPILLA FORMATION,2
CELL RECOGNITION,2
REGULATION OF CYTOKINE SECRETION,2
CYTOKINE SECRETION DURING IMMUNE RESPONSE,2
TRYPTOPHAN METABOLIC PROCESS,2
BLOOD VESSEL DEVELOPMENT,2
MESODERM FORMATION,2
EOSINOPHIL DEGRANULATION,2
POSITIVE REGULATION OF MICROGLIAL CELL MIGRATION,2
POSITIVE REGULATION OF CELL-MATRIX ADHESION,2
REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY,2
POSITIVE REGULATION OF TGF-B1 PRODUCTION,2
MEIOSIS II,2
NEGATIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,2
PROTEIN MONOUBIQUITINATION,2
BYPASS DNA SYNTHESIS,2
DDX58 SIGNALING PATHWAY,2
C1154556,2
POSITIVE REGULATION OF MELANOCYTE DIFFERENTIATION,2
C1372517,2
POSITIVE REGULATION OF CELL DEATH,2
REGULATION OF INNATE IMMUNE RESPONSE,2
REGULATION OF NECROPTOTIC PROCESS,2
ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS,2
DOWN REGULATION OF T CELL CYTOKINE PRODUCTION,2
DOWN REGULATION OF INTERLEUKIN-10 PRODUCTION,2
C1151778,2
ATRIOVENTRICULAR VALVE MORPHOGENESIS,2
ENDOCARDIAL CUSHION MORPHOGENESIS,2
DOWN REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,2
ABA SIGNAL TRANSDUCTION,2
C1327543,2
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY,2
NEUTROCYTE AGGREGATION,2
HISTONE H3 ACETYLATION,2
ATP-DEPENDENT CHROMATIN REMODELING,2
NEGATIVE REGULATION OF MYOTUBE DIFFERENTIATION,2
DETECTION OF BACTERIA,2
POSITIVE REGULATION OF P38 MAPK SIGNALING,2
CELLULAR RESPONSE TO MURAMYL DIPEPTIDE,2
NEUROTRANSMITTER RELEASE,2
CANNABINOID RECEPTOR SIGNALING PATHWAY,2
CELL-SUBSTRATE ADHESION,2
CASA,2
CHAPERONE-MEDIATED PROTEIN TRANSPORT INVOLVED IN CHAPERONE-MEDIATED AUTOPHAGY,2
CHAPERONE-MEDIATED AUTOPHAGY RECEPTOR COMPLEX DISASSEMBLY,2
C1159934,2
PULMONARY VALVE MORPHOGENESIS,2
MESENCHYMAL CELL DEVELOPMENT,2
DOWN REGULATION OF OSSIFICATION,2
DOWN REGULATION OF LONG-TERM POTENTIATION,2
VASOMOTION,1
RESPONSE TO NONANE,1
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION,1
ANGIOTENSIN MEDIATED DRINKING BEHAVIOR,1
TRYPTOPHAN TRANSPORT,1
POSITIVE REGULATION OF AMINO ACID TRANSMEMBRANE TRANSPORT,1
POSITIVE REGULATION OF CARDIAC MUSCLE CONTRACTION,1
POSITIVE REGULATION OF GAP JUNCTION ASSEMBLY,1
REGULATION OF CARDIAC CONDUCTION,1
POSITIVE REGULATION OF L-PROLINE IMPORT ACROSS PLASMA MEMBRANE,1
C1150510,1
C1160585,1
C1511437,1
C1153200,1
VESICLE DOCKING DURING EXOCYTOSIS,1
TRANSEPITHELIAL WATER TRANSPORT,1
POSITIVE REGULATION OF EXOCYTOSIS,1
BODY FLUID OSMOREGULATION,1
CELL PH ELEVATION,1
MEMBRANE HYPERPOLARIZATION,1
ACTIVATION OF CYCLIC NUCLEOTIDE ACTIVATED ION CHANNEL ACTIVITY,1
POSITIVE REGULATION OF VOLTAGE GATED CHLORIDE CHANNEL ACTIVITY,1
C1513109,1
C1160693,1
C1149210,1
C1372092,1
INDUCTION BY VIRUS OF CELL-CELL FUSION IN HOST,1
ENZYME LINKED RECEPTOR PROTEIN SIGNALING PATHWAY,1
POSITIVE REGULATION OF CALCIUM ION TRANSPORT INTO CYTOSOL,1
MAINTENANCE OF PROTEIN LOCALIZATION IN CELL,1
HELPER T CELL ENHANCEMENT OF ADAPTIVE IMMUNE RESPONSE,1
POSITIVE REGULATION OF EXTRACELLULAR MATRIX CONSTITUENT SECRETION,1
NEGATIVE REGULATION OF HEPATOCYTE PROLIFERATION,1
REGULATION OF GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS,1
DOWN REGULATION OF CARDIAC MUSCLE CELL APOPTOSIS,1
TRICARBOXYLIC ACID METABOLIC PROCESS,1
DOWN REGULATION OF MITOCHONDRIAL PROTEIN PROCESSING DURING IMPORT,1
REGULATION OF PYRUVATE DEHYDROGENASE ACTIVITY,1
GLUCOSE-6-PHOSPHATE TRANSPORT,1
NEGATIVE REGULATION OF ENDOTHELIAL CELL MIGRATION,1
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY,1
REGULATION OF FIBRINOLYSIS,1
C1157326,1
C1160552,1
SINGLE STRAND BREAK REPAIR,1
PYRIMIDINE DIMER REPAIR BY NUCLEOTIDE-EXCISION REPAIR,1
DNA REPAIR SYNTHESIS,1
POSITIVE REGULATION OF ADAPTIVE IMMUNE RESPONSE,1
TRIACYLGLYCEROL MOBILIZATION,1
MITOTIC CELL CYCLE MODULATION,1
POSITIVE REGULATION OF CHOLESTEROL EFFLUX,1
REGULATION OF LIPID STORAGE,1
MACROPHAGE CYTOKINE PRODUCTION,1
PEPTIDYL-LYSINE ACETYLATION,1
DOWN REGULATION OF PROSTAGLANDIN BIOSYNTHETIC PROCESS,1
ESTABLISHMENT OF CHROMATIN SILENCING,1
ENDODEOXYRIBONUCLEASE REGULATOR,1
REGULATION OF SMC APOPTOSIS,1
CELLULAR TRIGLYCERIDE HOMEOSTASIS,1
REGULATION OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR SIGNALING PATHWAY,1
BEHAVIORAL RESPONSE TO STARVATION,1
POSITIVE REGULATION OF SMOOTH MUSCLE CELL DIFFERENTIATION,1
HISTONE H3-K9 MODIFICATION,1
HETEROCHROMATIN MAINTENANCE,1
REGULATION OF BILE ACID ANABOLISM,1
DOWN REGULATION OF HISTONE H3-K14 ACETYLATION,1
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY,1
DOWN REGULATION OF HISTONE H3-K9 TRIMETHYLATION,1
DOWN REGULATION OF PROTEIN ACETYLATION,1
POSITIVE REGULATION OF APOPTOSIS IN RESPONSE TO ER STRESS,1
ACTIVATION OF ADIPOGENESIS,1
HISTONE H3-K9 DEACETYLATION,1
"NEGATIVE REGULATION OF 3',5' CAMP-DEPENDENT PROTEIN KINASE ACTIVITY",1
"POSITIVE REGULATION OF 3',5' CAMP-DEPENDENT PROTEIN KINASE ACTIVITY",1
NEGATIVE REGULATION OF HISTONE H4 ACETYLATION AT K16,1
NEGATIVE REGULATION OF CELLULAR RESPONSE TO TESTOSTERONE STIMULUS,1
NEGATIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION,1
C1149960,1
C1156784,1
DIADENOSINE TETRAPHOSPHATE ANABOLISM,1
CYTOSINE METABOLIC PROCESS,1
CELLULAR HYDROGEN ION HOMEOSTASIS,1
FACE DEVELOPMENT,1
LUNG MORPHOGENESIS,1
CARDIAC NEURAL CREST CELL DEVELOPMENT INVOLVED IN HEART DEVELOPMENT,1
CAVEOLAE-DEPENDENT ENDOCYTOSIS,1
REGULATION OF GOLGI INHERITANCE,1
POSITIVE REGULATION OF MACROPHAGE PROLIFERATION,1
CELLULAR RESPONSE TO DOPAMINE,1
POSITIVE REGULATION OF TELOMERE CAPPING,1
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT,1
OXYTOCIN SECRETION,1
MATERNAL AGGRESSION,1
GROOMING BEHAVIOR,1
RESPONSE TO SUCROSE,1
POSITIVE REGULATION OF NOREPINEPHRINE SECRETION,1
RESPONSE TO RETINOIC ACID,1
RESPONSE TO PROSTAGLANDIN E,1
ANTIDIURESIS,1
NATRIURESIS,1
HYPEROSMOTIC SALINITY RESPONSE,1
SPERM EJACULATION,1
POSITIVE REGULATION OF FEMALE RECEPTIVITY,1
POSITIVE REGULATION OF PENILE ERECTION,1
POSITIVE REGULATION OF HINDGUT CONTRACTION,1
NEGATIVE REGULATION OF GASTRIC ACID SECRETION,1
POSITIVE REGULATION OF MYOMETRIAL CONTRACTION,1
NAD (REDUCED) DEHYDROGENATION,1
CELLULAR SODIUM ION HOMEOSTASIS,1
HYDROGEN ION HOMEOSTASIS,1
CELLULAR POTASSIUM ION HOMEOSTASIS,1
ION MEMBRANE TRANSPORT,1
SODIUM EXPORT,1
HYDROGEN ION TRANSMEMBRANE TRANSPORT,1
POTASSIUM IMPORT,1
HAEM BIOSYNTHESIS,1
NEGATIVE REGULATION OF CCL3 PRODUCTION,1
DOWN REGULATION OF CYTOKINE PRODUCTION INVOLVED IN ACUTE INFLAMMATORY RESPONSE,1
C1151921,1
DNA AMPLIFICATION,1
"TRANS-SYNAPTIC SIGNALING BY BDNF, MODULATING SYNAPTIC TRANSMISSION",1
IGG ANTIBODY TRANSCYTOSIS IN EPITHELIAL CELLS MEDIATED BY FCRN IMMUNOGLOBULIN RECEPTOR,1
C1157968,1
C1152818,1
CHRONOLOGICAL CELL AGEING,1
POSITIVE REGULATION OF LEUKOTRIENE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,1
DENTIN DEVELOPMENT,1
POSITIVE REGULATION OF ODONTOBLAST DIFFERENTIATION,1
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL-MATRIX ADHESION,1
NEGATIVE REGULATION OF MACROPHAGE CHEMOTAXIS,1
POSITIVE REGULATION OF CHEMOKINE SECRETION,1
C1148582,1
C1151538,1
C1156416,1
C1160135,1
C1326677,1
C1151384,1
HCLO BIOSYNTHETIC PROCESS,1
RESPIRATORY BURST INVOLVED IN DEFENSE RESPONSE,1
LDL REMODELING,1
RESPONSE TO GOLD NANOPARTICLE,1
POSITIVE REGULATION OF MYELOID CELL DIFFERENTIATION,1
POSITIVE REGULATION OF ACTIN CYTOSKELETON REMODELING,1
C1327526,1
DOWN REGULATION OF GLIAL CELL APOPTOSIS,1
HELPER T CELL EXTRAVASATION,1
NEGATIVE REGULATION OF NATURAL KILLER CELL CHEMOTAXIS,1
C1155051,1
C1157379,1
C1326161,1
C1149222,1
C1151804,1
DOWN REGULATION OF B CELL APOPTOSIS,1
POSITIVE REGULATION OF TISSUE REMODELING,1
POSITIVE REGULATION OF REGULATORY T CELL DEVELOPMENT,1
DOWN REGULATION OF HEART CONTRACTION,1
DOWN REGULATION OF LYMPHOCYTE PROLIFERATION,1
C1150151,1
C1442866,1
COPII COATING OF ER-DERIVED VESICLE,1
ACTIVATION OF PEPTIDOLYSIS DURING CELLULAR PROTEIN CATABOLIC PROCESS,1
REGULATION OF INTERFERON-GAMMA PRODUCTION,1
REGULATION OF PROTEIN ADP-RIBOSYLATION,1
"POSITIVE REGULATION OF CD4-POSITIVE, CD25-POSITIVE, ALPHA-BETA REGULATORY T CELL DEVELOPMENT INVOLVED IN IMMUNE RESPONSE",1
POSITIVE REGULATION OF NEUROGENESIS,1
"POSITIVE REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE 1-PHOSPHATASE ACTIVITY",1
"POSITIVE REGULATION OF FRUCTOSE 1,6-BISPHOSPHATE METABOLIC PROCESS",1
POSITIVE REGULATION OF PROTEIN AMINO ACID DEACETYLATION,1
DOWN REGULATION OF CDK5/P20,1
POSITIVE REGULATION OF FERROUS ION IMPORT INTO CELL,1
POSITIVE REGULATION OF RANKL PRODUCTION,1
CARTILAGE CONDENSATION,1
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY,1
NEGATIVE REGULATION OF HIPPO SIGNALING,1
P38 CASCADE,1
"DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION",1
POSITIVE REGULATION OF MYOBLAST DIFFERENTIATION,1
REGULATION OF SYNAPSE ADHESION BETWEEN PRE- AND POST-SYNAPSE,1
POSITIVE REGULATION OF METALLOPEPTIDASE ACTIVITY,1
APOPTOSIS OF MAST CELLS,1
DOWN REGULATION OF MACROPHAGE ACTIVATION,1
T-HELPER 2 CELL DEVELOPMENT,1
POSITIVE REGULATION OF EOSINOPHIL CHEMOTAXIS,1
PROTEIN LOCALISATION TO MICROTUBULE,1
POSITIVE REGULATION OF MICROTUBULE PLUS-END BINDING,1
PROTEIN LOCALISATION TO MICROTUBULE PLUS-END,1
REGULATION OF MUSCLE CONTRACTION,1
DOWN REGULATION OF ATPASE ACTIVITY,1
SARCOMERE ALIGNMENT,1
C1148635,1
4-AMINOBUTANOATE TRANSPORT,1
CHOLINE TRANSPORT,1
PURINE BASE METABOLIC PROCESS,1
RETINOL METABOLIC PROCESS,1
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS,1
ADDITION OF POLY-ADP-RIBOSE TO PROTEIN,1
PYRIMIDINE NUCLEOSIDE BREAKDOWN,1
SIDEROPHORE ANABOLISM,1
ACTIVATION OF MAC,1
PHOTORESPIRATION,1
SEGMENT SPECIFICATION,1
POSITIVE REGULATION OF TYPE IIA HYPERSENSITIVITY,1
POSITIVE REGULATION OF ACTIVATION OF MAC,1
POSITIVE REGULATION OF GLUCOSE TRANSMEMBRANE TRANSPORT,1
REGULATION OF TRIACYLGLYCEROL BIOSYNTHETIC PROCESS,1
POSITIVE REGULATION OF LIPID STORAGE,1
C1152323,1
DOWN REGULATION OF DENDRITIC CELL ANTIGEN PROCESSING AND PRESENTATION,1
DOWN REGULATION OF MACROPHAGE ANTIGEN PROCESSING AND PRESENTATION,1
DOWN REGULATION OF MEMORY T CELL DIFFERENTIATION,1
CHROMATIN SILENCING AT TELOMERE,1
REGULATION OF EXIT FROM MITOSIS,1
NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION,1
MYELINATION IN PERIPHERAL NERVOUS SYSTEM,1
CELLULAR LIPID BREAKDOWN,1
POSITIVE REGULATION OF MEIOSIS,1
DOWN REGULATION OF STRIATED MUSCLE DEVELOPMENT,1
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1
REDOX SIGNAL RESPONSE,1
POSITIVE REGULATION OF ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE,1
NEGATIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA,1
CELLULAR RESPONSE TO CALORIC RESTRICTION,1
NEGATIVE REGULATION OF OLIGODENDROCYTE PRECURSOR PROLIFERATION,1
CELLULAR RESPONSE TO ADRENALINE STIMULUS,1
POSITIVE REGULATION OF OOCYTE MATURATION,1
DOWN REGULATION OF ANTIBACTERIAL PEPTIDE ACTIVITY,1
POSITIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS INVOLVED IN CELLULAR RESPONSE TO HYPOXIA,1
C1148970,1
C1149212,1
C1152280,1
C1152934,1
C1153035,1
C1155227,1
C1158612,1
C1258017,1
C1258064,1
C1323363,1
C1326533,1
C1373118,1
C1516467,1
C1150042,1
C1150067,1
C1150828,1
C1150157,1
C1150386,1
C1151158,1
C1326372,1
C1149424,1
C1519312,1
C1149458,1
C1323373,1
C1372529,1
AORTIC SMOOTH MUSCLE CELL DIFFERENTIATION,1
ENDOCHONDRAL OSSIFICATION,1
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS,1
HISTONE CITRULLINATION,1
CELLULAR RESPONSE TO LIPOPROTEIN PARTICLE STIMULUS,1
CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1
POSITIVE REGULATION OF CHRONIC INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS,1
NEGATIVE REGULATION OF ALKALINE PHOSPHATASE ACTIVITY,1
ACTIN CORTEX STABILIZATION,1
DOWN REGULATION OF CELLULAR BIOSYNTHETIC PROCESS,1
ABCD-3 PRODUCTION,1
NEGATIVE REGULATION OF MYOSIN-LIGHT-CHAIN-PHOSPHATASE ACTIVITY,1
DOWN REGULATION OF PROTEIN COMPLEX DISASSEMBLY,1
POSITIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY,1
REGULATION OF ADIPOCYTE CELL DIFFERENTIATION,1
POSITIVE REGULATION OF PROTEIN BREAKDOWN,1
POSITIVE REGULATION OF TRANSLATIONAL INITIATION BY IRON,1
POSITIVE REGULATION OF PROTEIN TRANSPORT,1
POSITIVE REGULATION OF HAIR FOLLICLE DEVELOPMENT,1
EPITHELIAL CELL PROLIFERATION INVOLVED IN SALIVARY GLAND MORPHOGENESIS,1
REGULATION OF BRANCHING INVOLVED IN SALIVARY GLAND MORPHOGENESIS,1
NEGATIVE REGULATION OF BRANCHING INVOLVED IN LUNG MORPHOGENESIS,1
POSITIVE REGULATION OF SYNOVIOCYTE PROLIFERATION,1
"ACTIVATION OF CU,ZN-SOD",1
DOWN REGULATION OF TIGHT JUNCTION ASSEMBLY,1
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO ARTERIAL ENDOTHELIAL CELL,1
REGULATION OF APOPTOSIS OF ENDOTHELIAL CELLS,1
C1155043,1
C1156899,1
C1327385,1
C1156931,1
C1149918,1
C1151722,1
C1157684,1
GO:0072643,1
T CELL ACTIVATION DURING IMMUNE RESPONSE,1
NATURAL KILLER CELL ACTIVATION DURING IMMUNE RESPONSE,1
C1148735,1
C1156341,1
C1156821,1
C1157592,1
C1157990,1
C1150634,1
C1325924,1
C1150380,1
C1157994,1
C1325315,1
C1514942,1
REGULATION OF EXOSOMAL SECRETION,1
PROTEIN REPAIR,1
RESPONSE TO CISPLATIN,1
DNA STRAND RENATURATION,1
T CELL PROLIFERATION DURING IMMUNE RESPONSE,1
GASTRULATION,1
DOWN REGULATION OF NEUROBLAST PROLIFERATION,1
DNA REPLICATION INHIBITOR,1
CEREBELLUM DEVELOPMENT,1
POSITIVE REGULATION OF HISTONE DEACETYLATION,1
CHROMATIN ASSEMBLY,1
REGULATION OF TISSUE REMODELING,1
POSITIVE REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY,1
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS,1
ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD,1
MITOCHONDRIAL DNA REPAIR,1
"REGULATION OF DNA DAMAGE RESPONSE, SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR",1
CIRCADIAN BEHAVIOR,1
EMBRYONIC ORGAN DEVELOPMENT,1
POSITIVE REGULATION OF IMMATURE T CELL APOPTOSIS,1
POSITIVE REGULATION OF CELL AGING,1
OXIDATIVE STRESS-INDUCED PREMATURE SENESCENCE,1
OLIGODENDROCYTE APOPTOTIC PROCESS,1
DOWN REGULATION OF MACROMITOPHAGY,1
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC CELL DEATH,1
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,1
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION,1
DOWN REGULATION OF GLUCOSE CATABOLIC PROCESS TO LACTATE VIA PYRUVATE,1
NEGATIVE REGULATION OF PENTOSE-PHOSPHATE SHUNT,1
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO HYPOXIA,1
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO DNA DAMAGE,1
REGULATION OF FIBROBLAST APOPTOTIC PROCESS,1
REGULATION OF CELLULAR SENESCENCE,1
C1157305,1
C1523021,1
C1523829,1
C1523830,1
C1372523,1
C1150636,1
C1148643,1
C1150150,1
C1372454,1
C1373047,1
MESODERM DEVELOPMENT,1
REGULATION OF NITRIC OXIDE MEDIATED SIGNAL TRANSDUCTION,1
POST-EMBRYONIC CAMERA-STYLE EYE DEVELOPMENT,1
ENDOTHELIAL CELL CHEMOTAXIS,1
LYMPH VESSEL MORPHOGENESIS,1
FLK-1 SIGNALING PATHWAY,1
POSITIVE REGULATION OF CELL PROLIFERATION BY VEGF-ACTIVATED PLATELET DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,1
VASCULAR ENDOTHELIAL GROWTH FACTOR-ACTIVATED NEUROPILIN SIGNALING PATHWAY,1
SURFACTANT HOMEOSTASIS,1
CAMERA-STYLE EYE MORPHOGENESIS,1
CARDIAC MUSCLE FIBER DEVELOPMENT,1
POSITIVE REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE,1
ARTERIAL MORPHOGENESIS,1
POSITIVE REGULATION OF CELLULAR COMPONENT MOTION,1
PRIMITIVE ERYTHROCYTE DIFFERENTIATION,1
POSITIVE REGULATION OF MAST CELL CHEMOTAXIS,1
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS,1
REGULATION OF RETINAL GANGLION CELL AXON GUIDANCE,1
MOTOR NEURON MIGRATION,1
CELLULAR RESPONSE TO ACID STRESS,1
POSITIVE REGULATION OF TROPHOBLAST CELL MIGRATION,1
POSITIVE REGULATION OF HISTONE DEACETYLASE ACTIVITY,1
POSITIVE REGULATION OF RETINAL GANGLION CELL AXON GUIDANCE,1
DOWN REGULATION OF ESTABLISHMENT OF ENDOTHELIAL BARRIER,1
DOWN REGULATION OF ADHERENS JUNCTION ASSEMBLY AND MAINTENANCE,1
ACTIVATION OF PKD SIGNALING CASCADE,1
DOWN-REGULATION OF BBB PERMEABILITY,1
C1136140,1
C1149033,1
C1155976,1
C1156042,1
C1156253,1
C1159527,1
C1159708,1
C1160095,1
C1323918,1
C1155780,1
C1371656,1
C1152735,1
C1152802,1
C1522946,1
C1523465,1
PENILE ERECTION,1
SKELETAL MUSCLE ATROPHY,1
CONTACT INHIBITION,1
REGULATION OF MAST CELL CHEMOTAXIS,1
DECIDUA DEVELOPMENT,1
CARBOHYDRATE TRANSPORT,1
NEGATIVE REGULATION OF LONG-CHAIN FATTY ACID IMPORT ACROSS PLASMA MEMBRANE,1
POSITIVE REGULATION OF SODIUM ION TRANSPORT,1
POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS,1
ELEVATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,1
CELL PROJECTION ORGANISATION,1
HYALURONAN METABOLIC PROCESS,1
ENDODEOXYRIBONUCLEASE ACTIVATOR,1
INTERLEUKIN-18-MEDIATED SIGNALING PATHWAY,1
DOWN REGULATION OF JNK CASCADE,1
POSITIVE REGULATION OF ORGAN GROWTH,1
EXCITATORY POSTSYNAPTIC POTENTIAL,1
RESPONSE TO GROWTH HORMONE,1
MAMMARY GLAND EPITHELIAL CELL DIFFERENTIATION,1
ESTABLISHMENT OF PROTEIN LOCALISATION TO MITOCHONDRION,1
MAINTENANCE OF PROTEIN LOCATION IN MITOCHONDRION,1
EXECUTION PHASE OF APOPTOSIS,1
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY BY PROTEIN PHOSPHORYLATION,1
RESPONSE TO INSULIN-LIKE GROWTH FACTOR STIMULUS,1
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION,1
C1373035,1
